,Unnamed: 0,price,superficie_habitable,superficie_terrain,codeP,gouvernorat,delegation,localite,adresse,anneeConst,nbpiece,typeImm,fonds,plein_air,salle_de_bain,constructible,service,chauffage,climatisation,cuisine,installations_sportives,description
3464,3464,350000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,les jardins de carthage,,0,appartement,,,,,,,,,,"la croisette immobilière vous propose. ref   zav0044  a vendre aux jardins de carthage des appartements s+3 d'une résidence privée coté lsc. chaque appartement se compose d'un grand salon, salle à manger, une cuisine bien équipée donnant sur un séchoir, trois chambres à coucher et une salle de bain avec baignoire et douche à l'italienne."
3465,3465,282000.0,150.0,150.0,,TUNIS,LA MARSA,Ain Zaghouan,,,0,appartement,,,,,,,,,,"l’agence trust immobiliere vous invite à choisir l’appartement de votre rêve dans une résidence r+5 de haut standing située à ain zaghouan à coté de monoprix ezzayatine et magasin général ( proxi) , la résidence se compose uniquement de 16 appartements (3 appartements par palier) la surface des s+2 varıe entre 114 m2 et 121 m2 le prix des s+2 varie entre  282000 dt et 290000 dt  le prıx de la place de parking au sous sol est 18000 dt"
3468,3468,733000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,jardin de carthage,,0,appartement,,,,,,,,,,"a vendre un spacieux appartement s+5 aux jardins de carthage dans une résidence r+4, le bien est situé au 4eme et dernier étage composé comme suit  spacieux donnant sur une terrasse de 26m², salle d'eau invitées, cuisine équipée, séchoir, suite parentale, 3 chambres à coucher avec dressings, une salle de bain. l'appartement est équipé d'un chauffage central et climatiseurs.   la superificie est de 248,5m² ,  prix   733 000 + 20 000 pp au sous sol."
3473,3473,145000.0,150.0,150.0,,TUNIS,LA MARSA,Berge Du Lac,jardins du lac,,0,appartement,,,,,,,,,,l’agence trust immobiliere propose à vendre des appartements dans une résidence de haut standing située aux jardins du lac. les appartements sont de type s+1/s+2 la surface des s+1 est de 76 m2  le prix des s+1 est de 345.000 dt  la surface des s+2 varıe entre 116 m2 et 120 m2 le prix des s+2 varıe 525.000 dt et 545000 dt le prıx de la place de parking au soussol est 18000 dt  n'hésitez pas à nous contacter sur   55571144 / 55331723 / 55336649 / 25966680
3477,3477,1527000.0,150.0,150.0,,TUNIS,LA MARSA,Gammart,,,0,appartement,,,,,,,,,,"votre agence deux points zéro vous propose à la vente un appartement s2 de 300m2 au 1er étage. l’appartement se trouve dans une belle résidence r+2 bien sécurisée à gammarth. l’ appartement est gorgé de lumière, composé d’un salon/salle à manger avec terrasse, une cuisine équipée(hotte,plaque,four) complétée par un séchoir et une terrasse de 76m2. la partie nuit dispose de deux suites avec dressing et salle de bain ouvrant sur une terrasse.  l’appartement dispose d’une climatisation centrale, chauffage par le sol et d’un système domotique. un cellier et deux places de parking sont disponibles. pour de plus amples informations, n’hésitez pas à nous contacter. nb  la vente est directe promoteur, frais d’enregistrement 1% d’autres appartements sont disponibles dans la même résidence  * s+2  1er étage de superficie   177m2 ;prix 811.000ttc * s+2   1er étage de superficie   158m2; prix 729.000ttc * s+2   2éme étage de superficie   158; prix  729.000ttc"
3479,3479,525000.0,150.0,150.0,,TUNIS,LA MARSA,Berge Du Lac,jardins du lac,,0,appartement,,,,,,,,,,l’agence trust immobiliere propose à vendre des appartements dans une résidence de haut standing située aux jardins du lac.  les appartements sont de type s+1/s+2 la surface des s+1 est de 76 m2  le prix des s+1 est de 345.000 dt  la surface des s+2 varıe entre 116 m2 et 120 m2 le prix des s+2 varıe 525.000 dt et 545000 dt le prıx de la place de parking au soussol est 18000 dt  n'hésitez pas à nous contacter sur   55571144 / 55331723 / 55336649 / 25966680
3482,3482,220000.0,150.0,150.0,,TUNIS,LA MARSA,El Aouina,city wahat,,0,appartement,,,,,,,,,,un appartement s+3 à   l’aouina  cité wahat    dans un emplacement prés  de toute commodité aux 4 étages
3483,3483,750000.0,150.0,150.0,,TUNIS,LA MARSA,Berge Du Lac,,,0,appartement,,,,,,,,,,"un appartement moderne  au 1 er étage d'une résidence de très haut standing située  au berge du lac 2. coté jour, on trouve un hall d'entrée ouverte sur un grand salon donnant sur une terrasse, une cuisine équipé avec séchoir, une salle d'eau pour les invités.  coté nuit , on trouve une suite parentale , 3 chambres et une salle de bain. la résidence est d'un standing et d'un luxe inégalé. pour tous les renseignements, contacter votre agent chokri sur le 98 574 576."
3485,3485,245000.0,150.0,150.0,,TUNIS,Bab Souika,Bab Souika,106 place bab souika,,0,appartement,,,,,,,,,,"appartement de 164 m2 au 1er étage d'un immeuble calme avec 3 chambres, un grand salon, une salle de bain , une salle d'eau, une cuisine et une terrasse."
3489,3489,245000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,jardin de carthage,,0,appartement,,,,,,,,,,"arcane immobilière vous propose la vente d’un appartement s 1 jamais habité au jardin de carthage d'une résidence gardée et sécurisée. l’entrée de l'appartement ouvre sur un joli balcon , une cuisine à l'américaine ouverte sur un très beau salon marbré. la partie nuit abrite une chambre avec un dressing et une salle d'eau avec une douche à l'italienne.  l’appartement dispose d'un chauffage central et d'une climatisation en split système. ym169"
3501,3501,265000.0,150.0,150.0,,TUNIS,LA MARSA,Marsa Safsaf,la marsa,,0,appartement,,,,,,,,,,un centre d'esthétique à la marsa  superficie  150 m² prix  265 mille
3503,3503,1100000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,,,0,appartement,,,,,,,,,,"l'affiche immo propose à la vente un magnifique penthouse s+4 neuf, avec piscine, dans une résidence calme et sécurisée aux jardins de carthage. il est composé, dans sa partie jour, d'un grand et lumineux salon salle à manger donnant sur la piscine et la terrasse, une cuisine entièrement équipée, une salle d'eau invités et une chambre de service. la partie nuit, à l'étage, se compose d'une suite parentale, un dressing, trois chambres à coucher avec placards et une salle de bain commune.    pour plus d'informations veuillez contacter votre conseiller boubaker mlayah au +216 55 990 007"
3512,3512,260000.0,150.0,150.0,,TUNIS,LA MARSA,Ain Zaghouan,,,0,appartement,,,,,,,,,,notre agence met a votre disposition la vente d'un appartement s+2 haut standing à ain zaghouen nord dans un emplacement strategique et unique   place parking sous sol disponible  prix   260md  pour plus d'informations   28114994
3524,3524,3500000.0,150.0,150.0,,TUNIS,LA MARSA,Berge Du Lac,loft 700m vue lac,,0,appartement,,,,,,,,,,"cet loft de 6 pièce est deux salon , quatre suite et piscine se distingue par son emplacement stratégique. une vue panoramique sur lac est offerte a partir de toute les pièce .2 x place de parking est disponible  pour plus d'info ou visite appeler agence colombus lac1 95502825"
3527,3527,230000.0,150.0,150.0,,TUNIS,Carthage,Cartage Byrsa,carthage byrsa,,0,appartement,,,,,,,,,,"notre agence vip immobilière  met a la vente un appartement au 3 éme étage avec vu dégagée  situé à   carthage byrsa  composé de    grand salon avec balcon  cuisine agencée avec séchoir  3 chambres à coucher dont 2 avec placards  salle d'eau  salle de bain  superficie   133 m²  prix de vente   230.000 md  si vous êtes intéressés, veuillez nous contacter pour plus d'info sur 95911316/ 27726768"
3542,3542,450000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,,,0,appartement,,,,,,,,,,"agence immobilière la croisette vous propose  réf  mz845 a vendre un joli appartement s+3 aux jardins de carthage, le bien est situé au 2eme étage composé d'un salon donnant sur un balcon, cuisine équipée, séchoir, salle d'eau invités, deux chambres à coucher, salle de bain, suite parentale. l'appartement est équipé d'un chauffage central et climatiseurs, il dispose aussi d'une place de parking au sous sol."
3544,3544,280000.0,150.0,150.0,,TUNIS,LA MARSA,El Aouina,jardin l'aouina,,0,appartement,,,,,,,,,,"une opportunité chez clé du bonheur, a vendre un superbe  appartement s+3 en très bon état d’une résidence sécurisé avec double ascenseur à jardin l’aouina l’appartement comporte un salon spacieux, cuisine équipée avec séchoir, trois chambres à coucher avec placard, salle de bain et salle d’eau transféré. avec 2 abris de voiture superficie   125 m² prix   280 mille (négociable) pour plus d’info contactez 28675826 clé du bonheur des experts à votre disposition"
3560,3560,900000.0,150.0,150.0,,TUNIS,LA MARSA,Gammart,gammarth palace vu sur mer,,0,appartement,,,,,,,,,,a vendre gammarth palace vu sur mer s+3; cuisine et sd bains  frais deplacement 20 dinars ag z immo
3564,3564,722000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,jardin de carthage,,0,appartement,,,,,,,,,,"arcane immobilière vous propose  la vente d'un appartement s 3 neuf aux jardins de carthage.  l'appartement bénéficie d'une vue dégagée sur le lac composé d'un joli salon  salle à manger avec terrasse offrant une vue panoramique, une salle d'eau pour les invités et  une cuisine entièrement équipée et agencée avec un coin de repas donnant  sur  un séchoir et une  chambre de service.  la partie nuit abrite deux chambres à coucher équipées  de dressing partageant une salle de bain et une  suite parentale avec dressing room et une salle de bain avec cabine de douche.  le couloir aussi est équipé de dressing,  l'appartement bénéficie d'une très belle orientation, il est totalement chauffé et climatisé. ym7"
3576,3576,261000.0,150.0,150.0,,TUNIS,RAOUED,Raoued,"raoued, tunis",,0,appartement,,,,,,,,,,l’agence trust immobiliere propose à vendre des appartements de type  s+1 dans une résidence de haut standing située à raoued  la surface des s+1 est 75 m2 le prix des s+1 est 261.000 dt le prix des appartement comprend une place de parking au soussol.  la remise des clés est immédiate. n'hésitez pas à nous contacter sur   24 266 000 / 26 404 509 / 55 331 723 /31 120 443
3586,3586,460000.0,150.0,150.0,,TUNIS,RAOUED,Raoued,"raoued, tunis",,0,appartement,,,,,,,,,,l’agence trust immobiliere propose à vendre des appartements de type  s+2 dans une résidence de haut standing située à raoued  la surface des s+2 est 154 m2 le prix des s+2 est 460.000 dt le prix des appartement comprend une place de parking au soussol.  la remise des clés est immédiate. n'hésitez pas à nous contacter sur   24 266 000 / 26 404 509 / 55 331 723 /31 120 443
3601,3601,781000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,,,0,appartement,,,,,,,,,,"votre agence deux points zéro vous propose à la vente un appartement s4 de 233.39m2 au  2éme étage qui se trouve dans une belle résidence bien sécurisée aux jardins de carthage. l’ appartement est gorgé de lumière, composé d’un salon/salle à manger avec terrasse,  une cuisine équipée(hotte,plaque,four) complétée par un séchoir. la partie nuit dispose d’une chambre parentale avec dressing  salle de bain et terrasse,  deux chambres à coucher et deux salles de bain l’appartement est entièrement chauffé et climatisé. des places de parking sont disponibles au soussol. pour de plus amples informations, n’hésitez pas à nous contacter."
3606,3606,520000.0,150.0,150.0,,TUNIS,LA MARSA,Berge Du Lac,,,0,appartement,,,,,,,,,,"la croisette immobilière vous propose à vendre un appartement en s+2 occupant le rezdechaussée d’une petite résidence au lac 2. il comprend un salon donnant sur un jardin de 40 m², une cuisine aménagée entièrement équipée attenante à un séchoir, une salle de bain, et deux chambres à coucher. l’appartement est chauffé et climatisé et dispose d’une place de parking au soussol."
3632,3632,250000.0,150.0,150.0,,TUNIS,LA MARSA,Ain Zaghouan,residence hasdrubal les palmeraies,,0,appartement,,,,,,,,,,"particulier vend un s+3 en tres bon etat  au 6ieme etage avec ascenseur et place parking au sous sol . l appart est composé d un salon a l entrée av balcon , 3 chambres à coucher , une cuisine installée avec plaque et four + sechoir et une salle de bain .prix 250 md pour visite appelez le propriétaire au 27 587 294 merci"
3639,3639,190000.0,150.0,150.0,,TUNIS,LA MARSA,Cite Des Juges 2,rue mohamed ali,,0,appartement,,,,,,,,,,a vendre un s2 neuf a la marsa
3687,3687,135000.0,150.0,150.0,,TUNIS,EL OMRANE SUPERIEUR,El Omrane Superieur,cité filla omran supérieur,,0,appartement,,,,,,,,,,"a vendre appartement s+3 de superficie 113m² à la résidence folla, sur x3 el omrane supérieur ; le bien composé d’un salon avec balcon, 3 chambres, cuisine avec séchoir, salle de bain. l'appartement est au 4em étage et il dispose de toutes les commodités eau, électricité, gaz de ville."
3693,3693,290000.0,150.0,150.0,,TUNIS,LA MARSA,Marsa Ennassim,marsa ennassim,,0,appartement,,,,,,,,,,la marsa cité ennassim soufièe route de maalga où clinique sidi salah à vendre en rdc app état luxe s+2 avec cuisine salle de bain toilette terrasse entré indépendant  contacter l'intermédiaire samir tél   25093994
3708,3708,165000.0,150.0,150.0,,TUNIS,LA MARSA,Ain Zaghouan,cité el wahat,,0,appartement,,,,,,,,,,carthaginois immobilière met à vente des appartements de type s plus un et s plus deux haut standing à cité el wahat  d plus un de 75 m2 165 md s plus deux à  partir de 220 md pour plus d'informations contacté 52242006
3710,3710,460000.0,150.0,150.0,,TUNIS,LA MARSA,Cite Du Stade,cité du stade,,0,appartement,,,,,,,,,,l'agence immobilière loge vite vous propose à la vente un coquet appartement au rdc composé d'un s+2 avec un beau jardin de 65 m2 et 2 places de parking situé dans une luxueuse residence .  la superficie totale est de 179 m2 .  pour plus d'infos veuillez nous contacter .  tel 51078725
3711,3711,750000.0,150.0,150.0,,TUNIS,LA MARSA,Berge Du Lac,,,0,appartement,,,,,,,,,,"a vendre un appartement s+3 tres haut standing au 1ere etage dans une residence garder au lac2  il est compose de deux suite ,une chambre a couche et une chambre de service +parking sousol merci de nous contacter au 58 932 908"
3739,3739,135000.0,150.0,150.0,,TUNIS,LA GOULETTE,La Goulette Nouvelle,la goulette nouvelle,,0,appartement,,,,,,,,,,nous mettons en vente un studio 65m² de standing 1er étage avec ascenseur salon cuisine ouverte sur le salon avec séchoir une chambre se avec cabine de douche très bon emplacement prix 135md pour rdv et visite 98201908 / 27263763
3745,3745,480000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,jardin de carthage,,0,appartement,,,,,,,,,,arcane immobilière met en vente un s 2 haut standing de superficie 110 m² au 1 ère étage . l'appartement est composé d'un   *salon ouvert sur un belle terrasse *une grande cuisine bien équipée donnant sur un séchoir *2 grandes chambres *une salle d'eau pour invités *des dressing l'appartement est lumineux et bien orienté  db162
3747,3747,780000.0,150.0,150.0,,TUNIS,LA MARSA,Berge Du Lac,,,0,appartement,,,,,,,,,,"ref 1927  à vendre chez consultimmo un appartement s+3 au lac 2 composé de deux suites avec salle de bain, une chambre, salle d'eau et une cuisine d'une superficie de 230m2 aussi avec une terrasse de 150m2 et un garage de deux places de parking et une petite chambre au soussol.  pour plus de renseignements contactez nous  71736490  23814681"
3752,3752,420000.0,150.0,150.0,,TUNIS,EL MENZAH,El Menzah 4,menzah 4,,0,appartement,,,,,,,,,,"sky immo met à la vente un appartement s+3 rénové en 2017 au menzah 4  d'une superficie de 120m² au deuxième étage d'une résidence calme et sécurisée.  l'appartement est composé d'un salon, une cuisine équipée avec un séchoir et une salle d'eau pour les invités.  le compartiment nuit se compose de trois chambres à coucher dont deux avec un dressing et un balcon et une salle de bain commune.  chauffage centrale et climatisation en split. résidence gardée.  pour plus d'informations, veuillez contacter votre conseiller en immobilier wael hajjem au  25 708 075 / 71 231137, sky immo."
3761,3761,400000.0,150.0,150.0,,TUNIS,LA MARSA,El Aouina,jardins el aouina,,0,appartement,,,,,,,,,,"fb.730 a vendre un appartement s+3 très haut standing au 2 ème étage avec ascenseur dans une petite résidence r+4 bien gardée et sécurisée à jardins el aouina. l’appartement est composée d’un salon et salle à manger avec un balcon, deux chambres à coucher avec des placards plus une suite parentale, cuisine bien équipée avec les élèments ( plaque, hotte, four) et un grand séchoir salle de bain plus salle d’eau. l’appartement est installé d’un chauffage centrale et 4 climatiseurs plus un place de parking sous sol. prix est négociable. contacter notre conseillère en immobilier sabrine au 50362627. agence immobilière ari."
3765,3765,300000.0,150.0,150.0,,TUNIS,Carthage,Cartage Byrsa,carthage byrsa,,0,appartement,,,,,,,,,,"cet appartement occupe le rdc d'un immeuble r+1. l'entrée donne sur un couloir qui dessert un salon. cette pièce jouit d'une luminosité naturelle  . la cuisine est aménagée et semi équipée. elle donne accès à un séchoir exploitable,  trois chambres à coucher dont deux avec placard deux salles de bain et une jolie terrasse . pour plus d'informations contacter 22082231"
3777,3777,140000.0,150.0,150.0,,TUNIS,LA MARSA,El Aouina,hay l wahat,,0,appartement,,,,,,,,,,"notre agence vip immobilière met a la vente un appartement neuf au 1ére étage situé à  cité el wahat l'aouina composé de   salon avec balcon kitchenette équipée par plaque chambre à coucher salle d'eau avec douche l’appartement est équipé par   placard chauffage central prix de vente   140.000 md négociable  superficie   55 m² si vous êtes intéressés, veuillez nous contacter pour plus d'info sur 95911316/ 27726768 frais de visite 20 d"
3787,3787,1525000.0,150.0,150.0,,TUNIS,Nabeul,Nabeul,"nabuel,tunis",,0,appartement,,,,,,,,,,l’agence trust immobilière propose à vendre des appartements dans un immeuble résidentiel r+6 de très haut standing située a nabeul.  la surface des s+1 est 65 m2 le prix des s+1 est 152.500 dt la place de parking est de 12000 dt  la remise des clés est immédiate. n'hésitez pas à nous contacter sur  26404509/25966680
3800,3800,340000.0,150.0,150.0,,TUNIS,EL MENZAH,El Menzah 9,,,0,appartement,,,,,,,,,,"texte  cet appartement est situé dans un emplacement privilégié à el menzah 7 bis, à coté de l’école la fontaine, au troisième étage d’une résidence calme et sécurisée.  l’entrée donne sur un hall où on trouve à gauche un salon lumineux grâce à ses ouvertures donnant sur une fenêtre et un balcon.  la cuisine, équipée d'une hotte, une plaque et un four, lavevaisselle encastré est aménagée par des espaces de rangement moderne et un séchoir. une salle d'eau complète la partie jour. un couloir mène à la partie nuit où loge trois chambres spacieuses dont une avec un petit balcon et deux autres avec placards.  la salle de bain à une porte coulissante comme ouverture climatisation en split  contact   98998292"
3806,3806,270000.0,150.0,150.0,,TUNIS,EL MENZAH,El Manar 2,manar 2,,0,appartement,,,,,,,,,,"a vendre appartement  salon,s à manger; 3ch à coucher 1 grand balcon. chauf.centrale , climatiseur  1ér étage  dans une résidence trés calmes situeé derriere réstaurant  chilis ;  centre  inés."
3824,3824,450000.0,150.0,150.0,,TUNIS,LA MARSA,El Aouina,"laouina, tunis",,0,appartement,,,,,,,,,,l’agence trust immobiliere propose à vendre des appartements de type  s+4  dans une résidence r+7 de haut standing située à cite el wahat laouina.  la surface des s+4 est 187 m2 le prix des s+4 est 450.000 dt le prix d’une place de parking avec  abris 10.000 . le prix d’une place de parking au soussol est  16.000 dt  la remise des clés est immédiate. n'hésitez pas à nous contacter sur   24 266 000 / 26 404 509 / 55 331 723/31120 443
3825,3825,175000.0,150.0,150.0,,TUNIS,Le Bardo,Le Bardo,,,0,appartement,,,,,,,,,,s3 a bardo 2 120 m² a 175 mille  contacter 24706502
3843,3843,565000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,,,0,appartement,,,,,,,,,,"a vendre chez agence igh immobilière la marsa deux appartements s+3 dans une résidence propre et calme avec ascenseur au jardins de carthage  composer d'un salon , salle a manger , 2 chambres a coucher , suite parentale , cuisine équipée , salle de bain , salle d'eau , séchoir , terrasse , place parking soussol .  superficie   174 m²  prix   565.000dt et 562.000dt  pour plus de détail contactez nous sur  tel 54 54 90 54  fix 36 055 555  whatsapp 51 336 236"
3847,3847,185000.0,150.0,150.0,,TUNIS,LA GOULETTE,La Goulette,la petite secile la goulette,,0,appartement,,,,,,,,,,agence kamel la goulette met en vente un apparte au rdc composer d une salon et coin repas suite parentale et cuisine èquipè et salle d eaux dans un quartier rèsidenciel
3854,3854,500000.0,150.0,150.0,,TUNIS,LA MARSA,Berge Du Lac,les berges du lac prés d'hotel acropole,,0,appartement,,,,,,,,,,"ref 1937  consultimmo met à votre disposition la vente d'un appartement s+4 au berges du lac, prés d'hôtel acropole, situé au 2éme étage d'une résidence calme et bien sécurisée, superficie 150 m2  pour plus d'informations veuillez contactez nous  71736490  23814681"
3873,3873,430000.0,150.0,150.0,,TUNIS,Le Bardo,Le Bardo,,,0,appartement,,,,,,,,,,"casa imed   bardo met en vente un  appartement haut standing à manouba zone très calme et demandé près de la station slimen kehya se compose de s+4 chambres, cuisine équipé, 2 salles bain, terrasse, place parking, ascenseur. superficie   162 m²  prix 430 mille  pour plus d’information contacteznous 58 905 488"
3880,3880,570000.0,150.0,150.0,,TUNIS,LA MARSA,Sidi Daoud,,,0,appartement,,,,,,,,,,"a vendre un appartement s+3 d’une superficie  240 m2 avec place de parking.  composé d'un salon ,salle à manger , d'une salle d'eau ,d'une cuisine, d'une chambre parentale  avec dressing , et sa salle de bain , de deux chambres à coucher  avec une salle de bain ,d’une terrasse et d’un jardin privatif de 88 m2.  l'appartement est entièrement climatisé et possède un chauffage central . le prix de vente 570.000 dt superficie   240 m2  agence invest pour toutes informations contacter l’agence +216  28 444 303"
3883,3883,293000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,,,0,appartement,,,,,,,,,,"votre agence deux points zéro vous propose à la vente un appartement s1 de 72 m2 au rez de chaussée qui se trouve dans une belle résidence bien sécurisée aux jardins de carthage. l’ appartement est gorgé de lumière, composé d’un salon/salle à manger avec terrasse, une cuisine équipée(hotte,plaque,four), une salle de bain et une chambre à coucher. l’appartement est entièrement chauffé et climatisé. pour de plus amples informations, n’hésitez pas à nous contacter. nb  la vente est directe promoteur, frais d’enregistrement 1% il y a aussi des autres appartement sont disponibles  il y a aussi des autres appartement sont disponibles  s+2  rdc ; superficie  146m2 avec jardin 89m2 ; prix  607.000 ttc s+2  rdc; superficie  124m2 avec jardin 43m2; prix  461.000 ttc s+1  rdc; superficie  86m2 avec jardin 15m2; prix  294.000 ttc  s+2  rdc; superficie  143m2 avec jardin 22m2; prix  484.000 ttc  s+3  rdc; superficie  172m2 avec jardin 138m2; prix  772.000 ttc s+1   1er étage; superficie  79.50m2 ; prix  249.000 ttc s+1   1er étage; superficie  88.50m2 ; prix  324.000 ttc s+2  1er étage; superficie  139m2 ; prix  509.000 ttc"
3884,3884,410000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,jardin de carthage,,0,appartement,,,,,,,,,,"arcane immobilière vous propose la vente d'un appartement s+3 aux jardin de carthage    il s'agit d'un quartier calme , résidentiel et bien sécurise    a l'entrée , vous disposerez d'un grand salon salle a manger avec balcon , une cuisine équipée et agencée avec séchoir et une salle d'eau pour les invités   la partie nuit abrite deux chambres à coucher équipée de dressings  partageant une salle de bain  et une suite parentale   en plus , vous profiterez d'un appartement chauffé et climatisé  ref   19"
3900,3900,10500000.0,150.0,150.0,,TUNIS,Sidi Hassine,Sidi Hassine,résidence marwa route elatar sidihsin,,0,appartement,,,,,,,,,,appartement s+2 neveux cité prêt station bus 34  téléphone 58565274
3904,3904,180000.0,150.0,150.0,,TUNIS,Le Bardo,Le Bardo,,,0,appartement,,,,,,,,,,cet appartement est situé au troisième étage d'une résidence proche de toutes commodités. l'entrée ouvre sur un salon tapissé en marbre théla et qui ouvre sur un balcon. la partie nuit est composée de deux chambres à coucher qui se partagent une salle bain. la cuisine est équipée et complétée par un séchoir de 15 m². un dressing au couloir et le chauffage central sont disponible.
3905,3905,245000.0,150.0,150.0,,TUNIS,Le Bardo,Le Bardo,,,0,appartement,,,,,,,,,,"cet appartement est situé au rezdechaussée d'une résidence gardée. l'entrée ouvre sur un salon tapissé de marbre blanc et bien ensoleillé grâce à ses ouvertures. la cuisine est équipée d'une plaque, d'une hotte, d'un four et aménagée par des espaces de rangement. elle est complétée par un séchoir. la partie nuit loge trois chambres a coucher qui se partagent une salle de bain avec baignoire et une cabine de douche . une place de parking est disponible au soussol.    nb  les visites sont gratuites    *pour plus informations contacter le 23.260.240"
3936,3936,280000.0,150.0,150.0,,TUNIS,EL MENZAH,Jardins d'el Menzah,jardin d'el menzah,,0,appartement,,,,,,,,,,la rosa immobilière met en vente un appartement s+2 neuf au 3ème étage avec ascenseur dans une résidence calme et sécurisé sise à jardin d'el menzah  prix  280 md  pour visite contacter notre agence la rosa immobilière à menzah 9  tel  23367974
3963,3963,300000.0,150.0,150.0,,TUNIS,LA MARSA,Ain Zaghouan,,,0,appartement,,,,,,,,,,agence immoblière masmoudi immo vous propose un appartement s + 3 d'une superficie 145 m² pour la vente situé au 4éme étage dans une résidence bien gardée et sécurisée à aouina.  l'appartement se compose de     un salon qui ouvre un balcon   une cuisine aménagée et équipée par plaque et hotte avec son séchoir   la partie nuit se compose de trois chambres à coucher et une salle de bain commune  pour plus d'information ou visite merci de nous contacter sur le numéro 20 061 788 ou bien consulter notre page facebook masmoudi immo
3974,3974,330000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,jardins de carthage,,0,appartement,,,,,,,,,,"fb.223 contactez notre conseiller en immobilier ahmed au 56306032 / 56096179 / 70727279. loyer  330 000 dt  type  appartement s+2  superficies  118 m²  adresse   jardins de carthage   a louer un  appartement s+2 au 1ère  étage dans une résidence avec ascenseur. l’appartement se compose d'un salon, une cuisine équipée (plaque hotte, four,), salle de bain salle d'eau et 2 chambre à coucher, chauffage centrale, climatiseur, interphone.  agence immobilière ari."
3978,3978,410000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,,,0,appartement,,,,,,,,,,"la croisette agence immobilière à la marsa vous propose   a vendre un appartement haut standing aux jardins de carthage situé au premier étage dans une résidence r+3. il se compose d’un grand salon avec un petit balcon, d’une cuisine équipée, d’une salle de bain, d’une une chambre à coucher ainsi que d’une suite parentale dotée d’une salle d’eau avec cabine de douche.  l’appartement est équipé de climatisation en split système et du chauffage central. il dispose également d’une place de parking au sous sol."
3984,3984,200000.0,150.0,150.0,,TUNIS,Le Bardo,Le Bardo,,,0,appartement,,,,,,,,,,"un appartement situé  à cité tahrir  2 bardo  se compose de s+3, cuisine bien équipée , salle de bain et place parking deux climatiseurs et chauffage central  superficie   110m² prix   200 mille  plus d’informations contacter nous 58 905 488"
4018,4018,550000.0,150.0,150.0,,TUNIS,LA MARSA,Gammart,,,0,appartement,,,,,,,,,,"l'affiche immo propose à la vente un joli s+3 vue sur mer, dans une résidence calme et sécurisée à gammarth. il est composé, dans sa partie jour, d'un grand et lumineux salon salle à manger avec balcon donnant sur la mer, une cuisine équipée avec séchoir et une salle d'eau invités. la partie nuit se compose de trois chambres à coucher et salle de bain commune.    pour plus d'informations veuillez contacter votre conseiller boubaker mlayah au +216 55 990 007"
4029,4029,170000.0,150.0,150.0,,TUNIS,Sidi El Bechir,Monfleury,,,0,appartement,,,,,,,,,,appt composé de 4 pièces ssm sdb toilette grande cuisine
4048,4048,440000.0,150.0,150.0,,TUNIS,LA MARSA,Jardins de Carthage,jardins de carthage,,0,appartement,,,,,,,,,,"agence immobilière la croisette vous propose  réf  mz823 a vendre un appartement s+3 aux jardins de carthage dans une résidence haut standing occupant le 1er étage composé d'un salon avec balcon, cuisine équipée, séchoir, salle d'eau invités, deux chambres à coucher, salle de bain communes, suite parentale. l'appartement est équipé d'un chauffage central et climatiseurs, il dispose aussi d'une place de parking au sous sol. superficie  177 m²  prix  440 000  mobile  50 860 301"
4054,4054,345000.0,150.0,150.0,,TUNIS,LA MARSA,Berge Du Lac,"jardin de lac, tunis",,0,appartement,,,,,,,,,,l’agence trust immobilière propose à vendre des appartements dans une résidence de haut standing située jardins du lac.    les appartements sont de type s+1/s+2  la surface des s+1 est de 76 m2  le prix des s+1 est de 345.000 dt  la surface des s+2 varie entre 116 m2 et 120 m2  le prix des s+2 varie 525.000 dt et 545000 dt  le prix de la place de parking au soussol est 18000 dt    la remise des clés est prévue pour immédiate  n'hésitez pas à nous contacter sur   26404509 / 25966680
4057,4057,280000.0,150.0,150.0,,TUNIS,LA MARSA,El Aouina,,,0,appartement,,,,,,,,,,"fb.226 contacter notre conseiller en immobilier arbi au 58258423  56096179  70727279  a vendre un appartement s+3 au 1er étage d’une superficie de 147 m², avec ascenseurs dans une résidence bien gardée et bien sécurisée proche de toutes commodités situé à el wahat. on trouve un spacieux salon lumineux donnant ouvert sur un balcon et une cuisine aménagée et agencée (plaque, hotte, four) avec un séchoir et une salle d’eaux pour les invites. la partie nuit se compose de trois chambres à coucher avec dressing et une salle de bain commune. l’appartement est de haut standing   porte blindée, robinetterie et sanitaire de luxe, dressing, chauffage centrale, climatisation installé. une place de parking au soussol est disponible. agence immobilière ari"
